CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,Delivery,District,StateName,Latitude,Longitude
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Pedavutapalli S.O,521286,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.5531944,80.8400833
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Railway Wagon Work Shop S.O,521241,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.5948611,80.5480000
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Satyanarayanapuram S.O (Vijayawada),520011,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.7846944,80.8498611
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,VTPS S.O,521456,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.3581667,80.3138333
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Vuyyuru S.O,521165,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.3631389,80.8444167
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Magallu SO,521184,PO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Durga Agraharam S.O,520002,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.5141111,80.6088333
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Moghalrajpuram S.O,520010,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.5081944,80.6415000
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,A.C.Company S.O,520003,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.5280000,80.6268333
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,A.Konduru S.O,521226,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.7846944,80.8498611
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Akunuru S.O,521245,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.3971111,80.8174444
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Aukiripalli S.O,521211,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.6808889,80.7836667
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Bacon Factory S.O,521102,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.5208611,80.7806389
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,G Konduru S.O,521229,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.6793333,80.5743889
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Jaggaiahpet S.O,521175,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.1359444,80.1517778
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kanchikacharla S.O,521180,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.6780278,80.4920000
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Katuru S.O,521164,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.4217500,80.8589722
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kondapalli S.O,521228,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.6214167,80.5442500
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Mylavaram S.O (Krishna),521230,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.7846944,80.8498611
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Nunna S.O,521212,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.5785000,80.6837778
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Vatsavai S.O,521402,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.9804167,80.2446667
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Veerullapadu S.O,521170,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.8205000,80.3969167
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Wnchipet S.O,520001,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.5233889,80.6157222
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Madhuranagar S.O,520011,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.5101667,80.6267500
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Industrial Estate S.O (Krishna),520007,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.5245211,80.6748524
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kolavennu S.O,521153,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.4321389,80.7945556
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Machavaram S.O (Krishna),520004,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.7846944,80.8498611
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Venkateswarapuram S.O,520010,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.3358611,80.6354722
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Currency Nagar S.O,520008,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.5213000,80.6792000
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,A.P.H.B.Colony S.O,520012,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.5384722,80.5794444
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Chillakallu S.O,521178,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.8941111,80.1405000
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Durgapuram S.O,520003,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.5204444,80.6407222
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Ibrahimpatnam S.O (Krishna),521456,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.7215540,80.1466200
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Khambhampadu S.O,521227,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.9851111,80.6553611
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kumaraswamy Raja Nagar S.O,521457,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.8770000,80.1351667
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Mantada S.O,521256,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.3565833,80.8802222
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Muppalla S.O (Krishna),521183,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.7846944,80.8498611
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Mustabad S.O (Krishna),521107,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.7846944,80.8498611
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Purnanandampet S.O,520003,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.5201667,80.6229444
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,RAMALINGESWAR NAGAR S.O,520013,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.5093611,80.6149444
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Punnamathota S.O,520010,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.5049444,80.6368611
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Tadigadapa S.O,521134,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.3795925,80.6059238
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Chandarlapadu S.O,521182,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.7719167,80.2863611
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Gandhinagaram S.O (Vijayawada),520003,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.7846944,80.8498611
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kamakotinagar S.O,520012,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.5306944,80.6009444
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kapileswarapuram S.O (Krishna),521246,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.7846944,80.8498611
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Avanigadda H.O,521121,HO,Delivery,KRISHNA,ANDHRA PRADESH,16.02008333,80.91555556
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Lakshmana Nagar S.O,521165,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.3553611,80.8425556
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Penuganchiprolu S.O,521190,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.8988056,80.2514167
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Virankilock S.O,521250,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.2933611,80.8670556
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,JNNURM Colony S.O,521231,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.31,80.39
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Thotlavalluru S.O,521163,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.3464444,80.7829167
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Vja Railway Junction S.O,520001,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.5189444,80.6201667
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Vja Rly Divl Office S.O,520001,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.5209722,80.6213889
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Gudivada H.O,521301,HO,Delivery,KRISHNA,ANDHRA PRADESH,16.4338333,80.9916667
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Machilipatnam H.O,521001,HO,Delivery,KRISHNA,ANDHRA PRADESH,16.31455556,81.35188889
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Buckinghampet H.O,520002,HO,Delivery,KRISHNA,ANDHRA PRADESH,16.5095000,80.6253056
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Vijayawada H.O,520001,HO,Delivery,KRISHNA,ANDHRA PRADESH,16.5095000,80.6253056
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Angaluru S.O,521330,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.3830556,81.0354167
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Golvepalli (Zami) S.O,521322,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.3676667,80.9630278
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Korukollu S.O,521343,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.4837778,81.2436111
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Mudinepalli S.O,521325,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.4221667,81.1103889
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Mudunuru S.O,521261,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.4034722,80.9036111
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Nuzvid S.O,521201,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.7924722,80.8472778
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Musunuru S.O,521207,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.8260000,80.9338889
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Penugolanu S.O,521401,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.9762222,80.4365833
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Tiruvuru S.O,521235,PO,Delivery,KRISHNA,ANDHRA PRADESH,17.1156389,80.6080278
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Janardhanapuram S.O,521321,PO,Delivery,KRISHNA,ANDHRA PRADESH,15.3202778,79.8415556
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Mandavalli S.O,521345,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.5136667,81.1568333
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Pedamaddali S.O,521390,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.3467222,80.9532500
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Rajendranagar Colony S.O,521301,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.4013611,81.0202500
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Satyanarayanapuram S.O (Gudivada),521301,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.4300000,81.0000000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Tamirisa S.O,521327,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.4884167,81.0264444
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Nuzvid Bazar S.O,521201,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.7846944,80.8498611
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Vidyanagar S.O (Krishna),521201,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.7900000,80.8500000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Manikonda S.O,521260,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.4501667,80.8336389
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Ventrapragada S.O,521263,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.4591389,80.9085833
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Dum Dum Gardens S.O,521201,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.7803611,80.8765000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Gollapalli S.O (Krishna),521111,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.7846944,80.8498611
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Hanuman Junction S.O,521105,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.6352778,78.9689167
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Indupalli S.O,521311,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.4603889,80.8962222
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Kanumolu S.O,521106,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.6066944,80.9654167
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Telaprolu S.O,521109,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.5810556,80.8917222
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Veeravalli S.O,521110,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.6135833,80.9157222
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Gampalagudem S.O,521403,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.9987500,80.5220556
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Ghantasala S.O,521133,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.16975,80.94636111
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Guduru S.O,521149,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.21491667,81.07783333
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Kaja S.O,521150,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.19894444,81.00416667
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Kodali S.O,521132,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.18366667,80.90136111
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Movva S.O,521135,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.22455556,80.91502778
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Pedasanagallu S.O,521138,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.30463889,80.89816667
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Bhaskarapuram S.O,521001,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.19805556,81.151
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Valandapalem S.O,521002,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.20119444,81.14577778
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,K.P.Centre S.O,521136,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.36161111,80.85230556
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Nagayalanka S.O,521120,PO,Delivery,KRISHNA,ANDHRA PRADESH,15.94775,80.91641667
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Nidumolu S.O,521156,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.25866667,81.023
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Polavaram(K) S.O,521162,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.22825,80.96386111
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Balaramunipet S.O,521001,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.20344444,81.13877778
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Desaipet S.O,521001,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.19302778,81.18275
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Dt.Court S.O,521002,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.19488889,81.13727778
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Gudlavalleru S.O,521356,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.3455,81.05191667
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Inagudurupet S.O,521001,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.21058333,81.15786111
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,K.P.Pur S.O,521002,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.24641667,81.22127778
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,U.G.C.Works S.O,521001,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.28561111,81.22147222
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Koduru S.O,521328,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.00861111,81.03405556
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Pamarru S.O (Krishna),521157,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.7846944,80.8498611
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Pedakallepalli S.O,521130,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.08227778,80.98855556
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Batchupet S.O,521001,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.1835,80.90141667
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Chilakalapudi S.O,521002,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.19372222,80.31486111
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Chintaguntapalem S.O,521003,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.16769444,80.13491667
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Godugupet S.O,521001,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.17325,81.11516667
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Bantumilli S.O,521324,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.3565556,81.2685556
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Elamarru S.O,521148,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.3686944,80.9256944
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Kaikalur S.O,521333,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.5510278,81.2101389
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Kalidindi S.O,521344,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.5031389,1.2876667
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Moturu S.O,521323,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.4476944,81.0464722
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Pallevada S.O,521340,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.5769722,81.2725000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Pedagonnuru S.O,521329,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.4343056,81.1846667
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Rudrapaka S.O,521326,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.5090000,81.0982222
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,APIIIT S.O,521202,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.7846944,80.8498611
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Ramanakkapet S.O,521213,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.8844444,80.8738889
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Tsanubanda S.O,521214,PO,Delivery,KRISHNA,ANDHRA PRADESH,17.0328333,80.8058889
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Kavutaram S.O,521331,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.33361111,81.07625
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Malakapatnam S.O,521001,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.20130556,81.131
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Munjuluru S.O,521369,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.31102778,81.215
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Challapalli S.O,521126,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.11583333,80.93155556
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Gandhikshetram S.O,521122,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.03069444,80.929
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Lakshmipuram S.O (Krishna),521131,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.7846944,80.8498611
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Mopidevi S.O,521125,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.06697222,70.92572222
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Nimmakuru S.O,521158,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.27030556,80.99669444
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Pamarru Bazar S.O,521157,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.32036111,80.96030556
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Brahmapuram S.O,521366,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.25297222,81.13386111
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Dokiparru S.O,521332,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.30044444,81.05111111
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Pedana S.O,521366,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.25475,81.14633333
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Rajupet S.O,521001,PO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.18436111,81.13483333
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Vissannapet S.O,521215,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.9384444,80.7867500
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Vunguturu S.O (Krishna),521312,PO,Delivery,KRISHNA,ANDHRA PRADESH,16.7846944,80.8498611
